time,gFx,gFy,gFz,TgF
5.537587706,-0.0159,0.0151,-1.0025,1.003
5.539434165,-0.0179,0.0141,-1.0113,1.012
5.542193852,-0.0198,0.0141,-1.0167,1.017
5.544727862,-0.0257,0.0151,-1.0088,1.009
5.547571196,-0.0198,0.0068,-1.0148,1.015
5.549984477,-0.0233,0.0117,-1.0128,1.013
5.551826404,-0.0228,0.0170,-1.0118,1.012
5.555005571,-0.0179,0.0131,-1.0118,1.012
5.55687406,-0.0189,0.0117,-1.0064,1.007
5.560019373,-0.0252,0.0156,-1.0177,1.018
5.562638227,-0.0340,0.0214,-1.0118,1.013
5.568122915,-0.0242,0.0283,-1.0059,1.007
5.569268904,-0.0301,0.0258,-1.0069,1.008
5.570332133,-0.0325,0.0234,-1.0104,1.011
5.571714425,-0.0291,0.0268,-1.0113,1.012
5.575942915,-0.0252,0.0278,-1.0167,1.017
5.578012498,-0.0355,0.0278,-1.0133,1.014
5.579266925,-0.0296,0.0307,-1.0128,1.014
5.58105156,-0.0272,0.0288,-1.0108,1.012
5.586445415,-0.0330,0.0239,-1.0138,1.015
5.587281144,-0.0262,0.0302,-1.0104,1.011
5.589521248,-0.0316,0.0317,-1.0177,1.019
5.591000519,-0.0252,0.0292,-1.0123,1.013
5.594454842,-0.0320,0.0307,-1.0157,1.017
5.596336925,-0.0355,0.0307,-1.0069,1.008
5.603232446,-0.0218,0.0336,-1.0094,1.010
5.603859946,-0.0355,0.0317,-1.0083,1.009
5.60412406,-0.0325,0.0317,-1.0133,1.014
5.605892967,-0.0277,0.0390,-1.0187,1.020
5.608148904,-0.0301,0.0312,-1.0088,1.010
5.610565831,-0.0272,0.0312,-1.0172,1.018
5.613080206,-0.0360,0.0351,-1.0162,1.017
5.616682602,-0.0286,0.0331,-1.0231,1.024
5.618645727,-0.0237,0.0322,-1.0128,1.014
5.620711404,-0.0262,0.0312,-1.0128,1.014
5.623169842,-0.0320,0.0307,-1.0152,1.016
5.625508696,-0.0296,0.0307,-1.0196,1.021
5.627998435,-0.0301,0.0346,-1.0157,1.017
5.630628748,-0.0360,0.0297,-1.0157,1.017
5.633223644,-0.0345,0.0322,-1.0133,1.014
5.635520102,-0.0223,0.0302,-1.0187,1.019
5.638148175,-0.0272,0.0263,-1.0211,1.022
5.6403388,-0.0325,0.0204,-1.0157,1.016
5.64279604,-0.0267,0.0248,-1.0099,1.011
5.645329217,-0.0277,0.0283,-1.0123,1.013
5.648989008,-0.0242,0.0248,-1.0182,1.019
5.651312446,-0.0203,0.0302,-1.0157,1.016
5.653392654,-0.0301,0.0239,-1.0167,1.017
5.656328383,-0.0223,0.0229,-1.0182,1.019
5.65896031,-0.0140,0.0195,-1.0196,1.020
5.660849685,-0.0272,0.0224,-1.0182,1.019
5.663253435,-0.0223,0.0136,-1.0099,1.010
5.666551977,-0.0242,0.0180,-1.0138,1.014
5.668159321,-0.0247,0.0190,-1.0123,1.013
5.671576612,-0.0272,0.0156,-1.0211,1.022
5.673361925,-0.0267,0.0263,-1.0133,1.014
5.675703435,-0.0223,0.0234,-1.0094,1.010
5.678282602,-0.0223,0.0175,-1.0123,1.013
5.684695102,-0.0272,0.0195,-1.0148,1.015
5.685704112,-0.0272,0.0219,-1.0157,1.016
5.686316717,-0.0223,0.0209,-1.0108,1.011
5.688612133,-0.0262,0.0248,-1.0152,1.016
5.691329373,-0.0154,0.0224,-1.0148,1.015
5.694409165,-0.0247,0.0170,-1.0167,1.017
5.697245727,-0.0252,0.0209,-1.0108,1.011
5.706356456,-0.0164,0.0234,-1.0079,1.008
5.707185154,-0.0184,0.0214,-1.0177,1.018
5.707531612,-0.0203,0.0170,-1.0099,1.010
5.707854842,-0.0208,0.0214,-1.0104,1.011
5.708171248,-0.0335,0.0195,-1.0138,1.015
5.710265206,-0.0237,0.0234,-1.0148,1.015
5.712652654,-0.0237,0.0195,-1.0157,1.016
5.715698487,-0.0247,0.0161,-1.0118,1.012
5.717688019,-0.0169,0.0224,-1.0064,1.007
5.720373383,-0.0277,0.0273,-1.0010,1.002
5.722771612,-0.0233,0.0204,-1.0108,1.011
5.72503354,-0.0252,0.0283,-1.0148,1.015
5.7274138,-0.0233,0.0297,-1.0255,1.026
5.730390571,-0.0316,0.0239,-1.0133,1.014
5.732947862,-0.0233,0.0244,-1.0079,1.008
5.73565281,-0.0257,0.0239,-1.0108,1.011
5.738404477,-0.0291,0.0288,-1.0162,1.017
5.740828123,-0.0262,0.0263,-1.0157,1.016
5.743204737,-0.0247,0.0214,-1.0148,1.015
5.745850258,-0.0242,0.0288,-1.0108,1.012
5.749000258,-0.0330,0.0209,-1.0148,1.016
5.751121092,-0.0262,0.0253,-1.0079,1.009
5.753294998,-0.0272,0.0219,-1.0143,1.015
5.755822862,-0.0281,0.0244,-1.0152,1.016
5.75860505,-0.0316,0.0302,-1.0118,1.013
5.76065031,-0.0218,0.0219,-1.0104,1.011
5.763084529,-0.0272,0.0278,-1.0167,1.017
5.766629477,-0.0208,0.0229,-1.0054,1.006
5.768321352,-0.0286,0.0297,-1.0094,1.010
5.771533071,-0.0277,0.0263,-1.0206,1.021
5.773532185,-0.0252,0.0292,-1.0143,1.015
5.776343487,-0.0247,0.0297,-1.0157,1.016
5.779089217,-0.0301,0.0273,-1.0191,1.020
5.7877588,-0.0296,0.0288,-1.0157,1.017
5.789115154,-0.0242,0.0312,-1.0128,1.014
5.789528487,-0.0296,0.0268,-1.0157,1.017
5.790175519,-0.0350,0.0248,-1.0191,1.020
5.791031092,-0.0242,0.0224,-1.0162,1.017
5.796121508,-0.0257,0.0204,-1.0138,1.014
5.797655883,-0.0184,0.0288,-1.0104,1.011
5.805051196,-0.0277,0.0288,-1.0152,1.016
5.806173123,-0.0257,0.0263,-1.0094,1.010
5.806563748,-0.0252,0.0229,-1.0187,1.019
5.806886196,-0.0242,0.0214,-1.0123,1.013
5.808804633,-0.0262,0.0273,-1.0088,1.010
5.810764321,-0.0242,0.0248,-1.0083,1.009
5.815146821,-0.0252,0.0278,-1.0162,1.017
5.815789008,-0.0237,0.0258,-1.0172,1.018
5.817579425,-0.0252,0.0204,-1.0099,1.010
5.821519581,-0.0233,0.0288,-1.0113,1.012
5.823246821,-0.0330,0.0244,-1.0094,1.010
5.825308071,-0.0272,0.0273,-1.0157,1.016
5.827809842,-0.0247,0.0288,-1.0177,1.018
5.831581925,-0.0223,0.0244,-1.0104,1.011
5.833956508,-0.0355,0.0307,-1.0182,1.019
5.835978071,-0.0301,0.0234,-1.0113,1.012
5.838651144,-0.0291,0.0336,-1.0138,1.015
5.840548123,-0.0262,0.0263,-1.0152,1.016
5.842951821,-0.0311,0.0302,-1.0133,1.014
5.845514946,-0.0257,0.0283,-1.0201,1.021
5.848228071,-0.0301,0.0312,-1.0206,1.022
5.850742498,-0.0320,0.0278,-1.0167,1.018
5.85342255,-0.0203,0.0302,-1.0152,1.016
5.856582706,-0.0325,0.0283,-1.0157,1.017
5.859231664,-0.0320,0.0273,-1.0099,1.011
5.861325467,-0.0335,0.0239,-1.0099,1.011
5.863646092,-0.0277,0.0283,-1.0221,1.023
5.865850727,-0.0242,0.0268,-1.0265,1.027
5.867928071,-0.0345,0.0224,-1.0191,1.020
5.870984737,-0.0267,0.0195,-1.0167,1.017
5.8728413,-0.0262,0.0278,-1.0094,1.010
5.8751338,-0.0272,0.0273,-1.0211,1.022
5.877284946,-0.0330,0.0253,-1.0167,1.018
5.880062446,-0.0237,0.0292,-1.0177,1.018
5.886123592,-0.0296,0.0288,-1.0054,1.006
5.887076456,-0.0228,0.0288,-1.0162,1.017
5.888402706,-0.0296,0.0248,-1.0118,1.013
5.891597342,-0.0208,0.0288,-1.0187,1.019
5.893068435,-0.0325,0.0180,-1.0113,1.012
5.895836821,-0.0247,0.0209,-1.0064,1.007
5.905563227,-0.0189,0.0273,-1.0123,1.013
5.906740675,-0.0174,0.0268,-1.0133,1.014
5.907176717,-0.0286,0.0288,-1.0118,1.013
5.907540467,-0.0306,0.0258,-1.0177,1.018
5.90788005,-0.0223,0.0219,-1.0231,1.024
5.911074737,-0.0252,0.0248,-1.0113,1.012
5.911731821,-0.0272,0.0278,-1.0133,1.014
5.915527342,-0.0203,0.0283,-1.0044,1.005
5.917643383,-0.0281,0.0278,-1.0206,1.021
5.919855883,-0.0247,0.0214,-1.0187,1.019
5.922323644,-0.0223,0.0288,-1.0113,1.012
5.924683852,-0.0223,0.0185,-1.0128,1.013
5.926896925,-0.0272,0.0278,-1.0079,1.009
5.929342862,-0.0223,0.0283,-1.0177,1.018
5.933157029,-0.0267,0.0288,-1.0108,1.012
5.935294477,-0.0267,0.0204,-1.0148,1.015
5.938597446,-0.0203,0.0190,-1.0094,1.010
5.94110281,-0.0281,0.0302,-1.0167,1.018
5.94304281,-0.0267,0.0258,-1.0162,1.017
5.944885623,-0.0262,0.0204,-1.0088,1.009
5.948138123,-0.0296,0.0204,-1.0128,1.013
5.95029755,-0.0301,0.0219,-1.0196,1.020
5.952484112,-0.0267,0.0268,-1.0152,1.016
5.955264321,-0.0257,0.0248,-1.0191,1.020
5.95791781,-0.0252,0.0195,-1.0099,1.010
5.960160258,-0.0228,0.0253,-1.0177,1.018
5.96244031,-0.0203,0.0204,-1.0128,1.013
5.964924737,-0.0277,0.0253,-1.0020,1.003
5.966717706,-0.0262,0.0224,-1.0138,1.014
5.970080206,-0.0330,0.0288,-1.0138,1.015
5.972074008,-0.0286,0.0263,-1.0172,1.018
5.974388383,-0.0291,0.0224,-1.0113,1.012
5.976796664,-0.0272,0.0244,-1.0133,1.014
5.979287081,-0.0267,0.0234,-1.0099,1.010
5.983836091,-0.0311,0.0307,-1.0108,1.012
5.984846925,-0.0316,0.0268,-1.0133,1.014
5.987879112,-0.0228,0.0244,-1.0187,1.019
5.989949737,-0.0208,0.0312,-1.0104,1.011
5.99218781,-0.0296,0.0297,-1.0099,1.011
5.994576248,-0.0330,0.0248,-1.0177,1.019
5.997315414,-0.0296,0.0273,-1.0182,1.019
6.000208644,-0.0286,0.0283,-1.0191,1.020
6.002401144,-0.0281,0.0263,-1.0128,1.014
6.004342029,-0.0286,0.0278,-1.0133,1.014
6.006946091,-0.0291,0.0331,-1.0152,1.016
6.009189425,-0.0316,0.0317,-1.0172,1.018
6.01202031,-0.0272,0.0307,-1.0167,1.018
6.015201196,-0.0374,0.0273,-1.0191,1.020
6.017161716,-0.0320,0.0258,-1.0094,1.010
6.021401248,-0.0330,0.0322,-1.0079,1.009
6.022711925,-0.0286,0.0336,-1.0187,1.020
6.024628123,-0.0242,0.0263,-1.0113,1.012
6.026919685,-0.0330,0.0322,-1.0187,1.020
6.029477289,-0.0374,0.0361,-1.0133,1.015
6.032591091,-0.0252,0.0361,-1.0133,1.014
6.035432133,-0.0252,0.0278,-1.0157,1.016
6.036728019,-0.0384,0.0234,-1.0148,1.016
6.039523644,-0.0301,0.0278,-1.0172,1.018
6.042718383,-0.0242,0.0312,-1.0104,1.011
6.044635675,-0.0394,0.0292,-1.0187,1.020
6.049038904,-0.0301,0.0268,-1.0108,1.012
6.05094781,-0.0233,0.0244,-1.0157,1.016
6.052597133,-0.0330,0.0317,-1.0054,1.006
6.05449406,-0.0233,0.0273,-1.0152,1.016
6.057095571,-0.0296,0.0229,-1.0162,1.017
6.059492185,-0.0306,0.0268,-1.0182,1.019
6.061919373,-0.0262,0.0327,-1.0118,1.013
6.064900519,-0.0316,0.0336,-1.0187,1.020
6.067310466,-0.0350,0.0253,-1.0191,1.020
6.069228539,-0.0277,0.0297,-1.0123,1.013
6.071882758,-0.0237,0.0229,-1.0177,1.018
6.074355779,-0.0320,0.0224,-1.0240,1.025
6.077148852,-0.0296,0.0209,-1.0182,1.019
6.079547654,-0.0301,0.0302,-1.0206,1.022
6.084086716,-0.0316,0.0224,-1.0138,1.015
6.085023175,-0.0296,0.0214,-1.0162,1.017
6.087329269,-0.0272,0.0312,-1.0187,1.019
6.090006196,-0.0345,0.0307,-1.0201,1.021
6.092062289,-0.0262,0.0278,-1.0226,1.023
6.094625675,-0.0316,0.0312,-1.0138,1.015
6.098104477,-0.0277,0.0258,-1.0152,1.016
6.099584477,-0.0277,0.0268,-1.0152,1.016
6.101888435,-0.0291,0.0283,-1.0108,1.012
6.104233175,-0.0291,0.0307,-1.0196,1.021
6.106875883,-0.0316,0.0317,-1.0221,1.023
6.109038539,-0.0345,0.0351,-1.0143,1.015
6.111605206,-0.0301,0.0322,-1.0113,1.012
6.11428755,-0.0325,0.0336,-1.0162,1.017
6.116493696,-0.0203,0.0263,-1.0138,1.014
6.118371196,-0.0291,0.0322,-1.0157,1.017
6.121413591,-0.0306,0.0292,-1.0148,1.016
6.123778539,-0.0335,0.0336,-1.0128,1.014
6.126348383,-0.0311,0.0361,-1.0123,1.013
6.128664529,-0.0320,0.0258,-1.0167,1.018
6.131954477,-0.0237,0.0302,-1.0138,1.015
6.134273279,-0.0316,0.0351,-1.0133,1.014
6.136688956,-0.0350,0.0273,-1.0094,1.010
6.139249894,-0.0242,0.0258,-1.0108,1.011
6.142524946,-0.0281,0.0283,-1.0074,1.008
6.144841248,-0.0247,0.0219,-1.0128,1.013
6.148872133,-0.0242,0.0292,-1.0069,1.008
6.150293591,-0.0179,0.0336,-1.0172,1.018
6.152315206,-0.0296,0.0312,-1.0128,1.014
6.154652602,-0.0218,0.0292,-1.0167,1.017
6.157155414,-0.0242,0.0317,-1.0152,1.016
6.159665102,-0.0252,0.0292,-1.0211,1.022
6.162101039,-0.0267,0.0244,-1.0088,1.009
6.164718904,-0.0242,0.0224,-1.0167,1.017
6.167784112,-0.0247,0.0200,-1.0206,1.021
6.168439216,-0.0272,0.0244,-1.0206,1.021
6.171774268,-0.0228,0.0288,-1.0152,1.016
6.174765518,-0.0311,0.0234,-1.0138,1.015
6.177316821,-0.0169,0.0258,-1.0118,1.012
6.183321352,-0.0301,0.0307,-1.0211,1.022
6.184227914,-0.0281,0.0312,-1.0094,1.010
6.184604008,-0.0306,0.0278,-1.0148,1.016
6.186562393,-0.0320,0.0229,-1.0083,1.009
6.189595571,-0.0267,0.0302,-1.0133,1.014
6.191301352,-0.0291,0.0288,-1.0118,1.013
6.19387156,-0.0203,0.0288,-1.0187,1.019
6.200822237,-0.0208,0.0214,-1.0128,1.013
6.201579633,-0.0247,0.0263,-1.0152,1.016
6.202146664,-0.0223,0.0263,-1.0157,1.016
6.203906091,-0.0237,0.0268,-1.0104,1.011
6.206298331,-0.0291,0.0302,-1.0177,1.019
6.208532393,-0.0174,0.0248,-1.0133,1.014
6.210827289,-0.0237,0.0248,-1.0148,1.015
6.214177758,-0.0189,0.0292,-1.0054,1.006
6.216277914,-0.0340,0.0258,-1.0196,1.021
6.219557706,-0.0174,0.0322,-1.0191,1.020
6.222341039,-0.0281,0.0317,-1.0182,1.019
6.223941196,-0.0281,0.0331,-1.0133,1.014
6.226207498,-0.0301,0.0346,-1.0157,1.017
6.229214477,-0.0252,0.0312,-1.0196,1.020
6.231348018,-0.0281,0.0244,-1.0196,1.020
6.233347654,-0.0237,0.0351,-1.0123,1.013
6.238777133,-0.0257,0.0307,-1.0099,1.011
6.239225414,-0.0184,0.0312,-1.0191,1.020
6.240980206,-0.0306,0.0317,-1.0245,1.025
6.242856456,-0.0242,0.0341,-1.0074,1.008
6.245862446,-0.0257,0.0234,-1.0157,1.016
6.248337706,-0.0267,0.0297,-1.0148,1.016
6.250842237,-0.0311,0.0297,-1.0206,1.022
6.255047602,-0.0281,0.0268,-1.0152,1.016
6.256532498,-0.0237,0.0312,-1.0069,1.008
6.258950623,-0.0330,0.0224,-1.0025,1.003
6.261335362,-0.0306,0.0258,-1.0123,1.013
6.268355466,-0.0237,0.0356,-1.0138,1.015
6.269913018,-0.0291,0.0244,-1.0177,1.018
6.270546873,-0.0340,0.0288,-1.0133,1.014
6.272860258,-0.0277,0.0224,-1.0143,1.015
6.273520414,-0.0335,0.0244,-1.0240,1.025
6.275935571,-0.0286,0.0234,-1.0148,1.015
6.278252185,-0.0252,0.0195,-1.0157,1.016
6.282034946,-0.0247,0.0263,-1.0128,1.013
6.283739268,-0.0252,0.0248,-1.0133,1.014
6.285956091,-0.0286,0.0244,-1.0148,1.015
6.290846352,-0.0247,0.0219,-1.0123,1.013
6.29132656,-0.0242,0.0224,-1.0108,1.011
6.293035935,-0.0189,0.0263,-1.0064,1.007
6.295575883,-0.0179,0.0302,-1.0143,1.015
6.298156508,-0.0223,0.0239,-1.0108,1.011
6.301419581,-0.0262,0.0297,-1.0162,1.017
6.304991248,-0.0330,0.0317,-1.0133,1.014
6.305923331,-0.0228,0.0302,-1.0104,1.011
6.307935518,-0.0325,0.0273,-1.0108,1.012
6.310496091,-0.0218,0.0219,-1.0138,1.014
6.313304946,-0.0228,0.0312,-1.0138,1.015
6.315929373,-0.0237,0.0302,-1.0133,1.014
6.318183852,-0.0194,0.0297,-1.0143,1.015
6.320950154,-0.0262,0.0288,-1.0191,1.020
6.323883643,-0.0316,0.0195,-1.0182,1.019
6.326741196,-0.0228,0.0239,-1.0133,1.014
6.331794841,-0.0311,0.0268,-1.0099,1.011
6.333335518,-0.0281,0.0268,-1.0083,1.009
6.334570518,-0.0267,0.0278,-1.0138,1.015
6.33663281,-0.0330,0.0248,-1.0138,1.015
6.338588435,-0.0291,0.0346,-1.0221,1.023
6.342563175,-0.0306,0.0278,-1.0226,1.023
6.345650518,-0.0364,0.0273,-1.0099,1.011
6.346494112,-0.0247,0.0288,-1.0104,1.011
6.349231248,-0.0330,0.0317,-1.0123,1.013
6.351462862,-0.0306,0.0234,-1.0138,1.015
6.352569633,-0.0286,0.0278,-1.0099,1.011
6.355779633,-0.0316,0.0292,-1.0054,1.006
6.358594321,-0.0296,0.0268,-1.0088,1.010
6.36139005,-0.0242,0.0297,-1.0177,1.018
6.363752393,-0.0335,0.0258,-1.0094,1.010
6.366433071,-0.0320,0.0307,-1.0172,1.018
6.36834656,-0.0320,0.0263,-1.0177,1.019
6.371154112,-0.0296,0.0292,-1.0138,1.015
6.373345258,-0.0252,0.0273,-1.0133,1.014
6.37545281,-0.0257,0.0302,-1.0138,1.015
6.378073071,-0.0125,0.0268,-1.0113,1.012
6.383584321,-0.0184,0.0322,-1.0167,1.017
6.38451781,-0.0194,0.0283,-1.0157,1.016
6.398267081,-0.0223,0.0253,-1.0123,1.013
6.39937182,-0.0252,0.0292,-1.0128,1.014
6.399839789,-0.0203,0.0244,-1.0172,1.018
6.400172914,-0.0237,0.0278,-1.0128,1.013
6.400534581,-0.0242,0.0302,-1.0133,1.014
6.4008938,-0.0242,0.0268,-1.0064,1.007
6.401228331,-0.0189,0.0268,-1.0240,1.025
6.4027138,-0.0247,0.0229,-1.0113,1.012
6.405050831,-0.0213,0.0283,-1.0138,1.014
6.407617706,-0.0208,0.0278,-1.0143,1.015
6.410305935,-0.0350,0.0317,-1.0162,1.017
6.414731664,-0.0233,0.0302,-1.0113,1.012
6.415656404,-0.0286,0.0283,-1.0143,1.015
6.420885362,-0.0223,0.0263,-1.0099,1.010
6.421538175,-0.0252,0.0263,-1.0118,1.012
6.423196039,-0.0320,0.0307,-1.0104,1.011
6.42506432,-0.0272,0.0278,-1.0157,1.016
6.427663227,-0.0355,0.0292,-1.0088,1.010
6.430605414,-0.0320,0.0283,-1.0039,1.005
6.432872602,-0.0325,0.0312,-1.0108,1.012
6.435365883,-0.0311,0.0312,-1.0108,1.012
6.437683643,-0.0360,0.0327,-1.0133,1.014
6.439983748,-0.0389,0.0288,-1.0162,1.017
6.442449789,-0.0325,0.0268,-1.0148,1.016
6.445000466,-0.0228,0.0307,-1.0250,1.026
6.448294633,-0.0345,0.0317,-1.0152,1.016
6.451425675,-0.0286,0.0297,-1.0083,1.009
6.453118956,-0.0325,0.0258,-1.0157,1.017
6.455080883,-0.0296,0.0307,-1.0201,1.021
6.457711612,-0.0291,0.0263,-1.0226,1.023
6.459676195,-0.0306,0.0312,-1.0167,1.018
6.46894031,-0.0311,0.0268,-1.0172,1.018
6.470928331,-0.0277,0.0258,-1.0206,1.021
6.47169505,-0.0252,0.0297,-1.0143,1.015
6.47214807,-0.0306,0.0297,-1.0069,1.008
6.472524216,-0.0335,0.0292,-1.0108,1.012
6.474573956,-0.0306,0.0307,-1.0162,1.017
6.476821352,-0.0272,0.0253,-1.0118,1.013
6.482686195,-0.0228,0.0268,-1.0172,1.018
6.484270987,-0.0286,0.0288,-1.0123,1.013
6.485869737,-0.0223,0.0273,-1.0083,1.009
6.487852029,-0.0252,0.0292,-1.0118,1.013
6.490571873,-0.0277,0.0297,-1.0157,1.017
6.492297185,-0.0345,0.0307,-1.0104,1.011
6.494400623,-0.0257,0.0312,-1.0118,1.013
6.497252498,-0.0237,0.0312,-1.0172,1.018
6.499458123,-0.0272,0.0307,-1.0118,1.013
6.502442758,-0.0189,0.0239,-1.0138,1.014
6.504252758,-0.0228,0.0170,-1.0148,1.015
6.506608695,-0.0286,0.0302,-1.0143,1.015
6.509081716,-0.0277,0.0278,-1.0148,1.016
6.512936195,-0.0286,0.0331,-1.0148,1.016
6.515002966,-0.0267,0.0268,-1.0148,1.015
6.518000414,-0.0301,0.0327,-1.0167,1.018
6.51996807,-0.0277,0.0248,-1.0128,1.013
6.522438123,-0.0208,0.0307,-1.0059,1.007
6.524601977,-0.0267,0.0322,-1.0211,1.022
6.527132862,-0.0316,0.0253,-1.0128,1.014
6.529961768,-0.0311,0.0278,-1.0079,1.009
6.532411977,-0.0281,0.0278,-1.0088,1.010
6.534738539,-0.0223,0.0302,-1.0167,1.017
6.537427237,-0.0281,0.0258,-1.0079,1.009
6.539764945,-0.0340,0.0278,-1.0099,1.011
6.54222656,-0.0291,0.0312,-1.0083,1.009
6.545506195,-0.0242,0.0336,-1.0118,1.013
6.548241352,-0.0281,0.0297,-1.0314,1.032
6.549720414,-0.0262,0.0288,-1.0128,1.014
6.55228432,-0.0355,0.0273,-1.0133,1.014
6.555178591,-0.0374,0.0327,-1.0143,1.015
6.557135935,-0.0198,0.0268,-1.0148,1.015
6.559546925,-0.0306,0.0292,-1.0064,1.007
6.563702914,-0.0320,0.0278,-1.0069,1.008
6.564750258,-0.0252,0.0234,-1.0201,1.021
6.566746091,-0.0330,0.0195,-1.0049,1.006
6.571388591,-0.0374,0.0253,-1.0133,1.014
6.57288005,-0.0272,0.0244,-1.0104,1.011
6.574461039,-0.0355,0.0283,-1.0088,1.010
6.577023018,-0.0311,0.0253,-1.0049,1.006
6.584603383,-0.0179,0.0322,-1.0148,1.015
6.585929425,-0.0320,0.0312,-1.0162,1.017
6.586779581,-0.0277,0.0307,-1.0113,1.012
6.587300831,-0.0203,0.0297,-1.0123,1.013
6.589583695,-0.0272,0.0283,-1.0099,1.011
6.592007445,-0.0286,0.0229,-1.0143,1.015
6.595543956,-0.0247,0.0219,-1.0128,1.013
6.598534737,-0.0247,0.0322,-1.0206,1.021
6.599931456,-0.0179,0.0307,-1.0148,1.015
6.602328279,-0.0369,0.0292,-1.0177,1.019
6.604544008,-0.0325,0.0371,-1.0226,1.024
6.607016091,-0.0247,0.0302,-1.0148,1.016
6.60931682,-0.0364,0.0292,-1.0182,1.019
6.613003852,-0.0330,0.0268,-1.0196,1.021
6.61464932,-0.0320,0.0253,-1.0172,1.018
6.617501039,-0.0320,0.0253,-1.0157,1.017
6.619479164,-0.0272,0.0219,-1.0123,1.013
6.622031143,-0.0272,0.0336,-1.0177,1.019
6.624048122,-0.0213,0.0268,-1.0074,1.008
6.626519425,-0.0311,0.0297,-1.0211,1.022
6.630595258,-0.0311,0.0283,-1.0049,1.006
6.632357758,-0.0325,0.0229,-1.0104,1.011
6.634605414,-0.0257,0.0229,-1.0104,1.011
6.637056768,-0.0233,0.0322,-1.0133,1.014
6.640050414,-0.0330,0.0307,-1.0104,1.011
6.642207706,-0.0252,0.0292,-1.0162,1.017
6.644102862,-0.0296,0.0283,-1.0177,1.019
6.646835675,-0.0286,0.0322,-1.0143,1.015
6.649612706,-0.0242,0.0234,-1.0152,1.016
6.652590779,-0.0291,0.0331,-1.0138,1.015
6.656189164,-0.0233,0.0317,-1.0196,1.020
6.656794112,-0.0325,0.0283,-1.0167,1.018
6.659744372,-0.0335,0.0268,-1.0133,1.014
6.663737289,-0.0360,0.0297,-1.0152,1.016
6.665202029,-0.0213,0.0327,-1.0123,1.013
6.669010727,-0.0345,0.0278,-1.0118,1.013
6.669583383,-0.0301,0.0273,-1.0123,1.013
6.671951977,-0.0252,0.0297,-1.0148,1.016
6.674118904,-0.0345,0.0288,-1.0074,1.008
6.677602289,-0.0277,0.0356,-1.0030,1.004
6.679720102,-0.0237,0.0258,-1.0088,1.009
6.682541143,-0.0330,0.0283,-1.0162,1.017
6.684996352,-0.0267,0.0302,-1.0167,1.018
6.687384425,-0.0281,0.0317,-1.0206,1.021
6.690669112,-0.0252,0.0278,-1.0138,1.014
6.691705518,-0.0325,0.0273,-1.0118,1.013
6.694444216,-0.0311,0.0278,-1.0167,1.018
6.6986638,-0.0330,0.0297,-1.0133,1.014
6.699549685,-0.0306,0.0263,-1.0118,1.013
6.703005466,-0.0272,0.0297,-1.0123,1.013
6.704829997,-0.0277,0.0278,-1.0162,1.017
6.706944685,-0.0262,0.0283,-1.0113,1.012
6.708995883,-0.0340,0.0268,-1.0138,1.015
6.712216143,-0.0345,0.0239,-1.0177,1.019
6.713558904,-0.0252,0.0361,-1.0182,1.019
6.71596182,-0.0233,0.0292,-1.0187,1.019
6.718374945,-0.0233,0.0278,-1.0196,1.020
6.721224737,-0.0242,0.0278,-1.0172,1.018
6.724156404,-0.0316,0.0288,-1.0108,1.012
6.72628057,-0.0237,0.0278,-1.0113,1.012
6.72897557,-0.0281,0.0248,-1.0187,1.019
6.731026977,-0.0301,0.0302,-1.0152,1.016
6.733897654,-0.0203,0.0302,-1.0099,1.011
6.735800414,-0.0286,0.0302,-1.0083,1.009
6.738313695,-0.0213,0.0297,-1.0167,1.017
6.740534737,-0.0213,0.0278,-1.0079,1.008
6.743074633,-0.0277,0.0307,-1.0108,1.012
6.746189112,-0.0316,0.0273,-1.0152,1.016
6.748336039,-0.0208,0.0263,-1.0138,1.014
6.750908539,-0.0267,0.0219,-1.0099,1.010
6.75341005,-0.0311,0.0268,-1.0099,1.011
6.755758227,-0.0345,0.0200,-1.0167,1.017
6.758202081,-0.0272,0.0195,-1.0044,1.005
6.760522341,-0.0325,0.0307,-1.0138,1.015
6.7636463,-0.0194,0.0204,-1.0044,1.005
6.765951612,-0.0228,0.0268,-1.0074,1.008
6.767971612,-0.0247,0.0273,-1.0148,1.015
6.7713463,-0.0242,0.0229,-1.0108,1.011
6.773488695,-0.0311,0.0268,-1.0177,1.019
6.77603307,-0.0242,0.0307,-1.0177,1.018
6.78682005,-0.0237,0.0258,-1.0074,1.008
6.787676456,-0.0301,0.0253,-1.0162,1.017
6.788030779,-0.0267,0.0288,-1.0099,1.011
6.788391508,-0.0262,0.0175,-1.0104,1.011
6.790939997,-0.0247,0.0253,-1.0157,1.016
6.791348175,-0.0281,0.0302,-1.0083,1.009
6.794176039,-0.0281,0.0224,-1.0059,1.007
6.804048487,-0.0252,0.0258,-1.0157,1.016
6.804958591,-0.0242,0.0234,-1.0191,1.020
6.805323904,-0.0286,0.0214,-1.0025,1.003
6.805673331,-0.0198,0.0278,-1.0074,1.008
6.8062788,-0.0277,0.0278,-1.0064,1.007
6.810839112,-0.0252,0.0288,-1.0054,1.006
6.812865935,-0.0281,0.0268,-1.0138,1.015
6.815538383,-0.0301,0.0258,-1.0133,1.014
6.816923695,-0.0311,0.0278,-1.0035,1.004
6.819457029,-0.0301,0.0273,-1.0074,1.008
6.821634633,-0.0272,0.0297,-1.0201,1.021
