time,gFx,gFy,gFz,TgF
4.295076144,0.0056,0.0063,0.9993,0.999
4.29751354,0.0027,0.0136,1.0042,1.004
4.30197104,0.0061,0.0087,1.0032,1.003
4.30353078,0.0076,0.0063,0.9964,0.996
4.306448384,0.0056,0.0068,1.0072,1.007
4.309317863,0.0120,0.0058,1.0008,1.001
4.309773124,0.0125,0.0097,1.0008,1.001
4.312122342,0.0022,0.0053,1.0072,1.007
4.314404686,0.0032,0.0014,1.0091,1.009
4.318626561,0.0110,0.0131,1.0077,1.008
4.319287967,0.0100,0.0112,1.0003,1.000
4.322119894,0.0027,0.0073,1.0052,1.005
4.324144998,0.0002,0.0092,1.0042,1.004
4.326456144,0.0056,0.0161,0.9983,0.998
4.329385259,0.0002,0.0058,1.0061,1.006
4.332394269,-0.0027,0.0161,0.9959,0.996
4.334976873,0.0037,0.0092,1.0037,1.004
4.337238332,0.0046,0.0107,1.0061,1.006
4.339496978,0.0100,-0.0001,1.0027,1.003
4.342278228,0.0071,0.0131,0.9998,1.000
4.344311769,0.0100,0.0087,1.0008,1.001
4.346835884,0.0139,0.0102,1.0057,1.006
4.34932104,0.0056,0.0092,0.9978,0.998
4.352174842,0.0115,0.0102,1.0116,1.012
4.354595051,0.0071,0.0068,0.9988,0.999
4.357006301,-0.0008,0.0112,1.0022,1.002
4.359612186,0.0110,0.0097,1.0072,1.007
4.362576092,0.0076,0.0112,1.0022,1.002
4.365930155,0.0051,0.0087,1.0027,1.003
4.367438853,0.0056,0.0068,0.9988,0.999
4.370512603,0.0100,0.0078,1.0057,1.006
4.372785988,0.0046,0.0136,1.0052,1.005
4.374920988,0.0081,0.0038,0.9978,0.998
4.376671926,0.0022,0.0112,1.0022,1.002
4.379402759,0.0056,0.0141,1.0027,1.003
4.381917342,-0.0003,0.0087,1.0047,1.005
4.384509738,0.0066,0.0087,1.0042,1.004
4.387983228,0.0017,0.0087,1.0057,1.006
4.389306092,0.0012,0.0082,1.0018,1.002
4.391649686,0.0090,0.0131,1.0008,1.001
4.394812655,0.0066,0.0126,1.0037,1.004
4.397172967,0.0081,0.0078,1.0027,1.003
4.400331301,0.0115,0.0185,1.0061,1.006
4.402229009,0.0051,0.0136,1.0022,1.002
4.404706873,0.0066,0.0087,0.9988,0.999
4.407165155,0.0051,0.0112,1.0066,1.007
4.410902186,-0.0086,0.0165,0.9978,0.998
4.412006353,0.0046,0.0063,1.0061,1.006
4.416800051,0.0061,0.0048,1.0052,1.005
4.417647655,-0.0008,0.0121,1.0091,1.009
4.419901353,0.0115,0.0097,1.0052,1.005
4.421953019,0.0042,0.0112,1.0022,1.002
4.424125311,0.0115,0.0156,0.9978,0.998
4.426251561,0.0042,0.0117,1.0111,1.011
4.428204426,0.0061,0.0063,1.0052,1.005
4.431202655,0.0022,0.0092,1.0047,1.005
4.433969686,0.0090,0.0151,0.9988,0.999
4.436514321,0.0066,0.0048,1.0042,1.004
4.438994894,0.0017,0.0082,0.9949,0.995
4.441273176,0.0071,0.0141,1.0057,1.006
4.443714113,0.0110,0.0068,1.0126,1.013
4.447077707,0.0095,0.0107,0.9983,0.998
4.449366144,0.0139,0.0112,0.9983,0.998
4.452185571,0.0017,0.0141,0.9983,0.998
4.454452342,0.0007,0.0117,1.0061,1.006
4.458293696,0.0061,0.0107,0.9988,0.999
4.459071092,0.0061,0.0121,0.9959,0.996
4.461481769,0.0076,0.0107,0.9978,0.998
4.463838853,0.0144,0.0092,1.0013,1.001
4.466734217,0.0007,0.0053,0.9949,0.995
4.46911229,0.0022,0.0117,1.0057,1.006
4.471651144,0.0071,0.0121,1.0022,1.002
4.474234738,-0.0018,0.0092,0.9964,0.996
4.476695884,0.0056,0.0117,1.0022,1.002
4.479660311,0.0085,0.0014,1.0037,1.004
4.483541978,0.0037,0.0102,1.0091,1.009
4.48414578,0.0125,0.0131,1.0061,1.006
4.48749078,0.0037,0.0097,1.0047,1.005
4.489939634,0.0100,0.0087,0.9988,0.999
4.49294328,0.0120,0.0063,1.0032,1.003
4.493835103,0.0046,0.0063,0.9964,0.996
4.497203696,0.0100,0.0151,1.0052,1.005
4.501085936,0.0076,0.0048,1.0022,1.002
4.501820832,0.0095,0.0053,1.0008,1.001
4.504179478,-0.0027,0.0165,1.0022,1.002
4.506774269,-0.0008,0.0068,1.0052,1.005
4.50855453,0.0105,0.0141,1.0042,1.004
4.510743696,0.0085,0.0058,1.0091,1.009
4.514738332,0.0066,0.0092,1.0008,1.001
4.51932453,0.0042,0.0156,1.0077,1.008
4.51958578,0.0125,0.0141,0.9998,1.000
4.522397759,0.0056,0.0112,1.0047,1.005
4.523829061,0.0017,0.0107,0.9978,0.998
4.525974321,0.0164,0.0151,0.9964,0.997
4.527907342,0.0085,0.0156,0.9969,0.997
4.531704582,0.0090,0.0048,1.0037,1.004
4.53414453,0.0076,0.0053,1.0008,1.001
4.537402967,0.0066,0.0082,1.0013,1.001
4.538956561,0.0081,0.0126,1.0077,1.008
4.540609582,0.0007,0.0078,1.0057,1.006
4.543147707,0.0085,0.0131,1.0013,1.001
4.545600675,0.0090,0.0097,1.0072,1.007
4.548298175,0.0002,0.0063,1.0057,1.006
4.551270311,0.0042,0.0107,0.9969,0.997
4.553566405,0.0076,0.0034,1.0066,1.007
4.556343071,0.0090,0.0117,1.0032,1.003
4.5583438,0.0085,0.0058,1.0086,1.009
4.560644009,0.0056,0.0136,1.0032,1.003
4.563417967,0.0061,0.0117,1.0042,1.004
4.566055519,0.0066,0.0048,1.0052,1.005
4.568720207,0.0090,0.0053,1.0042,1.004
4.571802863,0.0085,0.0112,0.9988,0.999
4.573840519,-0.0008,0.0126,0.9939,0.994
4.576405155,-0.0047,0.0092,0.9944,0.994
4.579040363,0.0095,0.0112,1.0027,1.003
4.584873853,0.0129,0.0078,1.0003,1.000
4.58554604,0.0051,0.0073,0.9939,0.994
4.586868384,0.0056,0.0126,0.9983,0.998
4.588800884,0.0129,0.0107,1.0042,1.004
4.592152863,0.0125,0.0136,1.0061,1.006
4.593132082,0.0032,0.0092,0.9988,0.999
4.596070311,0.0071,0.0043,1.0003,1.000
4.59869479,0.0066,0.0009,0.9974,0.997
4.601238905,0.0042,0.0082,1.0057,1.006
4.60371703,-0.0018,0.0082,0.9983,0.998
4.606634738,0.0061,0.0170,1.0061,1.006
4.608795207,-0.0037,0.0151,1.0082,1.008
4.611335207,0.0051,0.0058,1.0037,1.004
4.615103123,0.0081,0.0107,1.0061,1.006
4.616255103,0.0149,0.0102,1.0018,1.002
4.619187082,0.0076,0.0097,0.9998,1.000
4.621011248,0.0085,0.0097,1.0052,1.005
4.623598905,0.0022,0.0121,1.0018,1.002
4.625911769,0.0095,0.0092,0.9974,0.997
4.627403332,0.0076,0.0117,1.0018,1.002
4.631335207,0.0066,0.0141,1.0082,1.008
4.633275363,0.0164,0.0078,1.0077,1.008
4.636312446,0.0027,0.0121,1.0086,1.009
4.638952186,0.0022,0.0151,1.0003,1.000
4.641022342,0.0115,0.0082,1.0096,1.010
4.643272967,0.0022,0.0102,1.0027,1.003
4.645765675,0.0051,0.0121,1.0072,1.007
4.64836255,0.0076,0.0087,1.0018,1.002
4.650583175,0.0076,0.0058,0.9993,0.999
4.65364729,0.0066,0.0063,1.0027,1.003
4.656876613,0.0061,0.0097,1.0052,1.005
4.659511873,0.0012,0.0038,1.0008,1.001
4.661312134,0.0056,0.0043,1.0091,1.009
4.664037238,0.0120,0.0107,1.0126,1.013
4.6674288,0.0120,0.0131,1.0003,1.000
4.668565311,0.0085,0.0121,0.9998,1.000
4.670965467,0.0076,0.0073,1.0032,1.003
4.673274634,0.0071,0.0092,1.0082,1.008
4.675640415,0.0129,0.0038,0.9998,1.000
4.67738104,0.0061,0.0068,1.0042,1.004
4.683303019,0.0046,0.0068,1.0082,1.008
4.684012394,0.0046,0.0087,1.0027,1.003
4.686015884,0.0037,0.0073,1.0032,1.003
4.688308748,0.0076,0.0053,0.9974,0.997
4.690719686,0.0100,0.0170,1.0037,1.004
4.692898488,0.0061,0.0014,1.0042,1.004
4.695605675,0.0051,0.0087,0.9998,1.000
4.699534634,0.0129,0.0136,0.9988,0.999
4.700582082,0.0002,0.0068,0.9983,0.998
4.703724321,0.0066,0.0063,1.0042,1.004
4.706759946,0.0017,0.0107,0.9964,0.996
4.708053488,-0.0008,0.0102,1.0145,1.015
4.710443957,0.0042,0.0102,0.9998,1.000
4.712583436,0.0027,0.0112,1.0022,1.002
4.715153488,0.0017,0.0068,1.0077,1.008
4.718016405,0.0022,0.0097,1.0013,1.001
4.720137186,0.0134,0.0082,1.0042,1.004
4.722636561,0.0110,0.0117,1.0032,1.003
4.724818644,0.0090,0.0058,1.0096,1.010
4.727297134,0.0081,0.0048,0.9964,0.996
4.730719009,0.0042,0.0102,1.0061,1.006
4.733296613,0.0105,0.0063,1.0082,1.008
4.735472915,0.0066,0.0131,1.0037,1.004
4.73782854,0.0022,0.0082,1.0037,1.004
4.740680884,0.0085,0.0190,0.9988,0.999
4.742449634,0.0017,0.0073,1.0072,1.007
4.744789894,0.0061,0.0068,1.0042,1.004
4.748002603,0.0037,0.0146,1.0027,1.003
4.750265363,0.0110,0.0078,1.0047,1.005
4.75245203,0.0051,0.0073,0.9964,0.996
4.755009946,0.0110,0.0121,0.9993,0.999
4.757585675,0.0051,0.0131,0.9998,1.000
4.7598838,0.0090,0.0053,0.9930,0.993
4.763109113,0.0085,0.0087,1.0013,1.001
4.765042186,0.0042,0.0126,0.9939,0.994
4.76763005,0.0129,0.0136,1.0013,1.001
4.770408332,0.0066,0.0126,1.0022,1.002
4.772558905,0.0085,0.0068,1.0066,1.007
4.775643696,0.0056,0.0141,1.0022,1.002
4.777579113,0.0085,0.0097,1.0013,1.001
4.782523696,0.0051,0.0087,1.0066,1.007
4.783462082,0.0081,0.0097,1.0066,1.007
4.785658488,0.0017,0.0131,0.9998,1.000
4.788002394,0.0042,0.0112,1.0066,1.007
4.79005078,0.0095,0.0112,1.0037,1.004
4.79237354,0.0051,0.0156,1.0077,1.008
4.7953563,0.0066,0.0126,1.0003,1.000
4.797592238,0.0046,0.0097,0.9988,0.999
4.800089686,0.0027,0.0092,1.0022,1.002
4.802737446,0.0061,0.0073,1.0066,1.007
4.805064425,0.0144,0.0112,1.0057,1.006
4.807225259,0.0090,0.0107,0.9969,0.997
4.80959703,0.0100,0.0087,1.0042,1.004
4.812339946,0.0042,0.0117,1.0027,1.003
4.815143332,0.0095,0.0136,1.0037,1.004
4.818783227,0.0125,0.0121,0.9959,0.996
4.820073957,0.0017,0.0078,0.9998,1.000
4.823131561,0.0037,0.0038,0.9934,0.993
4.824642134,0.0002,0.0117,0.9959,0.996
4.826819061,0.0081,0.0082,1.0022,1.002
4.830658644,0.0066,0.0141,0.9993,0.999
4.832264113,0.0066,0.0087,1.0022,1.002
4.835492186,-0.0013,0.0131,1.0155,1.016
4.837972238,0.0046,0.0068,0.9969,0.997
4.840257655,0.0061,0.0151,1.0047,1.005
4.842962967,-0.0018,0.0097,0.9983,0.998
4.845235884,0.0090,0.0107,0.9993,0.999
4.848181352,0.0061,0.0161,1.0061,1.006
4.850828488,0.0037,0.0058,1.0126,1.013
4.853365571,0.0012,0.0087,1.0003,1.000
4.85557703,0.0046,0.0082,1.0066,1.007
4.858446248,0.0110,0.0087,1.0072,1.007
4.859875102,0.0012,0.0126,1.0086,1.009
4.862078071,0.0076,0.0078,1.0057,1.006
4.864368852,0.0037,0.0102,0.9974,0.997
4.866994009,0.0017,0.0043,1.0003,1.000
4.869834425,0.0125,0.0087,1.0082,1.008
4.873240832,0.0139,0.0019,1.0052,1.005
4.875303384,0.0022,0.0087,1.0022,1.002
4.877176248,0.0090,0.0058,0.9964,0.996
4.882771092,0.0090,0.0107,0.9988,0.999
4.883553852,0.0115,0.0068,0.9969,0.997
4.884952655,0.0149,0.0112,1.0072,1.007
4.88750505,0.0066,0.0097,1.0101,1.010
4.890323644,0.0066,0.0034,1.0052,1.005
4.892886717,0.0046,0.0102,0.9983,0.998
4.8958563,0.0022,0.0097,0.9978,0.998
4.899713332,0.0037,0.0058,1.0042,1.004
4.901057134,0.0046,0.0038,1.0013,1.001
4.903536144,0.0085,0.0092,1.0032,1.003
4.904766457,0.0100,0.0102,1.0032,1.003
4.906796613,0.0071,0.0078,1.0008,1.001
4.909391509,0.0090,0.0082,1.0077,1.008
4.91161203,0.0071,0.0043,1.0022,1.002
4.914290571,0.0085,0.0092,1.0013,1.001
4.916729165,0.0076,0.0092,1.0047,1.005
4.919157446,0.0032,0.0092,1.0013,1.001
4.921827759,0.0129,0.0038,1.0022,1.002
4.924014946,0.0105,0.0078,1.0057,1.006
4.926789165,0.0032,0.0151,1.0061,1.006
4.930021092,0.0115,0.0121,1.0037,1.004
4.934623123,0.0071,0.0121,1.0072,1.007
4.935292811,0.0002,0.0117,1.0018,1.002
4.936708384,0.0071,0.0053,1.0013,1.001
4.93920479,0.0042,0.0068,1.0077,1.008
4.941583748,0.0100,0.0087,1.0018,1.002
4.944031509,0.0066,0.0107,1.0022,1.002
4.946599738,0.0085,0.0107,1.0003,1.000
4.949478384,0.0090,0.0112,0.9988,0.999
4.954369946,0.0061,0.0097,1.0042,1.004
4.954601352,0.0100,0.0126,1.0037,1.004
4.956896821,0.0154,0.0136,1.0072,1.007
4.959059061,0.0081,0.0112,0.9974,0.997
4.963212238,0.0115,0.0097,1.0027,1.003
4.965242394,0.0125,0.0068,1.0003,1.000
4.966940155,0.0100,0.0068,1.0037,1.004
4.970688227,0.0125,0.0019,1.0165,1.017
4.972675623,0.0095,0.0107,1.0082,1.008
4.975704373,0.0071,0.0092,0.9959,0.996
4.977156352,0.0071,0.0102,1.0057,1.006
4.982327602,0.0134,0.0082,1.0091,1.009
4.982623696,0.0027,0.0073,1.0061,1.006
4.984099269,0.0110,0.0087,0.9988,0.999
4.986639321,0.0066,0.0078,0.9969,0.997
4.988866092,0.0100,0.0117,0.9998,1.000
4.991413644,0.0144,0.0107,1.0013,1.001
4.993732707,0.0076,0.0097,1.0032,1.003
5.001328332,0.0042,0.0078,1.0135,1.014
5.001803279,0.0066,0.0043,1.0057,1.006
5.001940988,0.0051,0.0053,1.0126,1.013
5.003990832,0.0042,0.0092,0.9949,0.995
5.00647505,0.0085,0.0063,0.9983,0.998
5.009273852,0.0085,0.0195,1.0018,1.002
5.011510519,0.0056,0.0107,1.0047,1.005
5.013879009,0.0105,0.0185,1.0018,1.002
5.016270154,0.0095,0.0097,1.0052,1.005
5.018733071,0.0007,0.0097,1.0042,1.004
5.021062082,0.0071,0.0102,1.0061,1.006
5.023448696,0.0037,0.0102,1.0042,1.004
5.026046404,0.0002,0.0121,1.0022,1.002
5.028189842,0.0022,0.0126,1.0096,1.010
5.031170311,0.0037,0.0107,1.0061,1.006
5.033594425,0.0051,0.0102,1.0061,1.006
5.036087029,0.0110,0.0204,1.0072,1.007
5.038569894,0.0056,0.0151,0.9993,0.999
5.041027186,0.0061,0.0151,0.9959,0.996
5.043591613,0.0022,0.0107,1.0018,1.002
5.046479477,0.0129,0.0097,0.9954,0.996
5.048693748,0.0120,0.0024,1.0022,1.002
5.051436925,0.0115,0.0048,1.0013,1.001
5.054192654,0.0120,0.0063,1.0037,1.004
5.056494373,0.0085,0.0019,1.0111,1.011
5.059255675,-0.0023,0.0126,1.0072,1.007
5.061286821,-0.0008,0.0136,1.0013,1.001
5.065488123,0.0085,0.0063,0.9998,1.000
5.066792082,-0.0003,0.0073,0.9993,0.999
5.069123488,0.0095,0.0102,1.0037,1.004
5.071651404,-0.0018,0.0068,1.0106,1.011
5.074069269,0.0115,0.0121,1.0057,1.006
5.077172863,0.0046,0.0107,1.0042,1.004
5.078423071,0.0100,0.0131,1.0037,1.004
5.081656196,0.0120,0.0107,1.0116,1.012
5.084085988,0.0085,0.0078,1.0032,1.003
5.086446248,0.0032,0.0092,1.0047,1.005
5.088797707,0.0071,0.0092,1.0032,1.003
5.090999165,0.0076,0.0097,1.0121,1.012
5.09359255,0.0076,0.0102,1.0066,1.007
5.096171717,0.0042,0.0131,0.9998,1.000
5.099055154,0.0076,0.0092,0.9998,1.000
5.100988279,0.0007,0.0165,0.9993,0.999
5.103519113,0.0007,0.0073,1.0169,1.017
5.106051925,0.0022,0.0078,0.9969,0.997
5.108335623,0.0042,0.0141,0.9998,1.000
5.11142354,0.0081,0.0082,1.0027,1.003
5.113341457,0.0110,0.0146,1.0101,1.010
5.116303852,0.0076,0.0107,1.0032,1.003
5.118303904,0.0066,0.0102,1.0018,1.002
5.120764321,-0.0003,0.0112,0.9964,0.996
5.123132811,0.0085,0.0117,1.0037,1.004
5.125780727,0.0042,0.0092,1.0018,1.002
5.127864269,0.0017,0.0092,0.9969,0.997
5.130995988,0.0017,0.0078,1.0052,1.005
5.133472082,0.0027,0.0121,0.9978,0.998
5.136066144,0.0100,0.0038,1.0027,1.003
5.138554529,0.0046,0.0092,0.9988,0.999
5.140827342,0.0042,0.0082,1.0027,1.003
5.143051665,0.0046,0.0146,1.0032,1.003
5.145915884,-0.0008,0.0068,1.0047,1.005
5.148410779,0.0061,0.0063,0.9959,0.996
5.150694738,0.0027,0.0117,1.0008,1.001
5.153186144,0.0120,0.0038,0.9978,0.998
5.155750884,0.0046,0.0121,0.9974,0.997
5.1584163,0.0017,0.0156,1.0052,1.005
5.160776977,0.0110,0.0092,1.0042,1.004
5.163659634,0.0061,0.0053,0.9974,0.997
5.166660832,0.0042,0.0092,1.0121,1.012
5.169172915,-0.0018,0.0073,0.9988,0.999
5.171009373,0.0022,0.0087,0.9920,0.992
5.173801717,-0.0062,0.0102,1.0027,1.003
5.176181352,0.0056,0.0087,0.9954,0.995
5.177881457,0.0066,0.0170,1.0037,1.004
5.182093957,0.0120,0.0141,1.0077,1.008
5.186147915,0.0022,0.0136,1.0022,1.002
5.187430727,0.0154,0.0038,0.9998,1.000
5.1908113,0.0120,0.0126,1.0047,1.005
5.191510884,0.0056,0.0097,0.9964,0.996
5.193479582,0.0115,0.0058,0.9993,0.999
5.195869529,0.0046,0.0102,1.0008,1.001
5.198951769,0.0061,0.0102,1.0047,1.005
5.201178019,0.0027,0.0102,1.0042,1.004
5.203154373,0.0046,0.0078,1.0086,1.009
5.205468592,0.0081,0.0107,1.0066,1.007
5.207835154,0.0090,0.0009,1.0111,1.011
5.210847915,0.0056,0.0151,1.0018,1.002
5.215377238,0.0110,0.0073,1.0077,1.008
5.218300206,0.0139,0.0078,0.9988,0.999
5.219482186,0.0100,0.0082,0.9974,0.997
5.220348748,0.0081,0.0029,1.0027,1.003
5.222775936,-0.0008,0.0063,1.0101,1.010
5.22512479,0.0100,0.0092,1.0042,1.004
5.228108279,-0.0008,0.0126,1.0008,1.001
5.230472342,0.0037,0.0141,0.9944,0.995
5.232876925,0.0056,0.0063,0.9930,0.993
5.235349529,0.0081,0.0073,1.0047,1.005
5.237931144,0.0090,0.0068,1.0042,1.004
5.240049529,0.0032,0.0029,1.0013,1.001
5.243029946,0.0032,0.0024,1.0037,1.004
5.246786561,0.0042,0.0073,0.9954,0.995
5.248062498,0.0012,0.0126,1.0003,1.000
5.250694581,0.0066,0.0063,1.0022,1.002
5.254628488,0.0032,0.0112,1.0037,1.004
5.255211977,0.0071,0.0112,1.0077,1.008
5.258225259,0.0017,0.0082,1.0042,1.004
5.260013904,0.0027,0.0121,1.0027,1.003
5.263896873,0.0081,0.0156,1.0061,1.006
5.265217342,0.0081,0.0024,1.0057,1.006
5.267932863,0.0056,0.0121,1.0066,1.007
5.271141509,0.0056,0.0117,1.0066,1.007
5.273192915,-0.0008,0.0121,0.9988,0.999
5.275989842,0.0085,0.0102,0.9988,0.999
5.277437134,0.0037,0.0097,0.9978,0.998
5.281321821,0.0056,0.0112,0.9983,0.998
5.283607394,0.0061,0.0078,1.0003,1.000
5.286019946,0.0095,0.0063,1.0101,1.010
5.288298488,0.0046,0.0107,0.9969,0.997
5.290425259,0.0046,0.0043,1.0037,1.004
5.292631196,0.0149,0.0082,0.9983,0.998
5.295907967,0.0076,0.0038,1.0032,1.003
5.297574061,0.0090,0.0068,1.0096,1.010
5.300154217,0.0022,0.0131,1.0082,1.008
5.302420259,0.0061,0.0107,1.0022,1.002
5.304659217,0.0066,0.0024,1.0096,1.010
5.307397394,0.0076,0.0092,0.9974,0.997
5.309783904,0.0100,0.0126,1.0018,1.002
5.312182498,0.0110,0.0068,0.9998,1.000
5.315695623,0.0076,0.0092,1.0061,1.006
5.317792654,0.0066,0.0087,1.0096,1.010
5.320256404,0.0046,0.0121,1.0042,1.004
5.322740571,0.0066,0.0121,1.0047,1.005
5.325063592,0.0076,0.0102,1.0057,1.006
5.32767255,-0.0008,0.0043,1.0061,1.006
5.330848592,0.0081,0.0087,1.0037,1.004
5.333840102,0.0110,0.0131,1.0008,1.001
5.335915623,0.0051,0.0068,1.0037,1.004
5.338340415,0.0090,0.0063,0.9969,0.997
5.341297238,0.0032,0.0058,1.0061,1.006
5.343173488,0.0125,0.0058,0.9978,0.998
5.346377186,-0.0032,0.0053,1.0037,1.004
5.347969009,0.0085,0.0136,1.0086,1.009
5.351386613,-0.0013,0.0126,1.0018,1.002
5.352966561,0.0032,0.0097,0.9959,0.996
5.35564479,0.0139,0.0048,1.0018,1.002
5.358102863,0.0105,0.0078,0.9939,0.994
5.360417029,0.0095,0.0078,1.0003,1.000
5.363188227,0.0081,0.0058,1.0003,1.000
5.365492394,0.0110,0.0063,1.0052,1.005
5.367956509,0.0051,0.0092,1.0047,1.005
5.370783748,0.0066,0.0029,1.0072,1.007
5.372623436,0.0042,0.0151,1.0022,1.002
5.374805467,0.0056,0.0078,1.0022,1.002
5.377258019,0.0144,0.0087,0.9978,0.998
5.380984217,0.0090,0.0131,1.0008,1.001
5.383053904,0.0110,0.0097,1.0027,1.003
5.385449998,0.0037,0.0126,0.9983,0.998
5.387541092,0.0129,0.0117,0.9939,0.994
5.389895675,0.0042,0.0068,1.0077,1.008
5.392091509,0.0085,0.0112,1.0013,1.001
5.394934165,0.0110,0.0151,1.0086,1.009
5.397225988,0.0022,0.0097,1.0066,1.007
5.399759009,0.0110,0.0121,1.0061,1.006
5.402706717,0.0090,0.0063,1.0022,1.002
5.404655311,0.0066,0.0146,1.0032,1.003
5.407085363,0.0042,0.0112,0.9969,0.997
5.409507967,0.0090,0.0097,1.0101,1.010
5.413172238,0.0081,0.0117,1.0072,1.007
5.414996925,0.0046,0.0024,1.0013,1.001
5.417805311,0.0017,0.0048,1.0086,1.009
5.421271665,0.0115,0.0151,0.9988,0.999
5.422611196,0.0129,0.0073,1.0027,1.003
5.424442446,0.0061,0.0117,1.0027,1.003
5.426990206,0.0007,0.0092,1.0111,1.011
5.430013279,0.0076,0.0092,1.0042,1.004
5.432602654,-0.0023,0.0092,0.9993,0.999
5.435168436,0.0056,0.0141,1.0145,1.015
5.438704217,0.0081,0.0121,1.0047,1.005
5.440006977,0.0085,0.0156,0.9974,0.998
5.442169217,0.0027,0.0107,1.0008,1.001
5.444291456,0.0022,0.0141,0.9978,0.998
5.447354842,0.0090,0.0151,1.0066,1.007
5.450330988,-0.0032,0.0097,1.0042,1.004
5.452069321,0.0007,0.0161,1.0037,1.004
5.454314113,-0.0013,0.0107,1.0061,1.006
5.456761717,0.0100,0.0082,1.0091,1.009
5.460445102,0.0032,0.0136,1.0008,1.001
5.463447133,0.0100,0.0136,0.9993,0.999
5.464902342,0.0081,0.0063,1.0008,1.001
5.467070467,0.0066,0.0097,1.0061,1.006
5.470492602,0.0032,0.0087,0.9978,0.998
5.472494321,0.0095,0.0048,1.0072,1.007
5.47475755,0.0037,0.0092,1.0061,1.006
5.476898592,0.0032,0.0102,1.0018,1.002
5.479601404,0.0007,0.0043,1.0037,1.004
5.481843019,0.0076,0.0117,1.0091,1.009
5.484491404,0.0095,0.0112,1.0008,1.001
5.48713505,0.0046,0.0141,1.0066,1.007
5.489886144,0.0066,0.0121,1.0032,1.003
5.491958956,0.0046,0.0087,1.0057,1.006
5.496878748,0.0051,0.0092,1.0027,1.003
5.497338956,0.0007,0.0087,1.0013,1.001
5.500287029,0.0149,0.0102,1.0057,1.006
5.502543123,0.0090,0.0073,0.9978,0.998
5.504826925,0.0046,0.0092,1.0121,1.012
5.507293175,0.0144,0.0058,0.9998,1.000
5.510039217,0.0061,0.0121,0.9969,0.997
5.512324477,0.0164,0.0082,1.0037,1.004
5.514691977,0.0090,0.0117,1.0037,1.004
5.517184373,0.0061,0.0136,1.0052,1.005
5.519762498,0.0061,0.0092,1.0077,1.008
5.522104008,0.0027,0.0117,1.0082,1.008
5.524212602,0.0027,0.0121,1.0072,1.007
5.526350623,0.0046,0.0136,1.0037,1.004
5.530847394,0.0090,0.0063,1.0018,1.002
5.531603071,0.0159,0.0117,1.0052,1.005
5.534540623,0.0012,0.0112,1.0022,1.002
5.536775311,-0.0003,0.0151,0.9978,0.998
5.539020988,0.0046,0.0097,1.0022,1.002
5.541298123,0.0129,0.0092,0.9978,0.998
5.544162967,0.0056,0.0102,0.9988,0.999
5.54685755,0.0017,0.0107,1.0027,1.003
5.550647446,0.0056,0.0121,0.9993,0.999
5.552603436,0.0105,0.0058,0.9998,1.000
5.554689061,0.0042,0.0058,1.0022,1.002
5.556678956,0.0051,0.0126,0.9998,1.000
5.558748436,0.0095,0.0170,1.0077,1.008
5.561512758,0.0115,0.0112,1.0096,1.010
5.564118488,0.0095,0.0107,1.0091,1.009
5.566968956,-0.0027,0.0092,0.9978,0.998
5.569364686,0.0056,0.0107,1.0003,1.000
5.571601508,0.0066,0.0102,1.0091,1.009
5.574189165,0.0037,0.0092,1.0032,1.003
5.576725415,0.0056,0.0078,1.0018,1.002
5.579268071,0.0076,0.0087,1.0130,1.013
5.586080311,0.0046,0.0107,1.0052,1.005
5.586507863,0.0071,0.0102,0.9939,0.994
5.5877288,0.0056,0.0165,0.9998,1.000
5.58940979,0.0032,0.0151,1.0082,1.008
5.591854477,0.0129,0.0102,1.0106,1.011
5.594637863,0.0037,0.0151,1.0008,1.001
5.597046144,0.0081,0.0117,1.0082,1.008
5.599050988,0.0027,0.0092,1.0018,1.002
5.602205311,0.0159,0.0117,0.9959,0.996
5.603787133,0.0042,-0.0005,0.9978,0.998
5.606172654,0.0056,0.0034,1.0061,1.006
5.608609842,0.0042,0.0063,0.9983,0.998
5.611505467,0.0046,0.0014,1.0072,1.007
5.61393229,0.0012,0.0180,1.0022,1.002
5.616166977,0.0110,0.0092,0.9978,0.998
5.619633956,0.0115,0.0102,1.0047,1.005
5.621434217,0.0139,0.0112,1.0061,1.006
5.623557811,0.0017,0.0087,1.0003,1.000
5.626146561,0.0125,0.0121,1.0072,1.007
5.629087758,0.0134,0.0092,1.0013,1.001
5.631365623,0.0042,0.0058,1.0022,1.002
5.634401508,0.0066,0.0102,0.9993,0.999
5.636289113,0.0076,0.0151,0.9998,1.000
5.638764321,0.0100,0.0087,1.0106,1.011
5.64103755,0.0144,0.0068,1.0042,1.004
5.643897602,0.0144,0.0112,1.0052,1.005
5.646711769,0.0081,0.0082,0.9993,0.999
5.648947654,0.0007,0.0034,0.9959,0.996
5.651883019,0.0066,0.0029,1.0066,1.007
5.65432656,0.0105,0.0024,1.0027,1.003
5.656429217,0.0105,0.0082,1.0101,1.010
5.658629738,0.0100,0.0087,0.9983,0.998
5.661858852,0.0071,0.0087,1.0008,1.001
5.664098592,0.0076,0.0126,0.9993,0.999
5.667751769,0.0085,0.0102,0.9974,0.997
5.669216821,0.0056,0.0141,1.0061,1.006
5.672030415,0.0032,0.0068,0.9978,0.998
5.6744363,0.0056,0.0087,1.0066,1.007
5.676688748,0.0007,0.0121,0.9988,0.999
5.679109998,0.0012,0.0146,0.9974,0.997
